Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls.1,Ast.1,G+A,G-PK.1,G+A-PK,xG,npxG,xA,npxG+xA,xG.1,xA.1,xG+xA,npxG.1,npxG+xA.1,Matches,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,npxG/Sh,G-xG,np:G-xG,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,A-xA,KP,1/3,PPA,CrsPA,Prog,Live,Dead,TB,Press,Sw,Crs,CK,In,Out,Str,Ground,Low,High,Left,Right,Head,TI,Other,Off,Out.1,Int,Blocks,SCA,SCA90,PassLive,PassDead,Drib,Fld,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl.1,Tkl%,Past,Succ,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,ShSv,Pass,Tkl+Int,Clr,Err,Touches,Def Pen,Att Pen,Succ%,#Pl,Megs,Carries,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Mn/MP,Min%,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1,2CrdY,Fls,PKwon,PKcon,OG,Recov,Won,Lost,Won%,League Name,League ID,Season
Hianga Mananga Mbock,fr FRA,MF,Brest,fr Ligue 1,22,1999,2,0,15,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,7,10,70.0,108,7,2,3,66.7,3,5,60.0,1,1,100.0,0.0,0,1,0,0,0,10,0,0,2,0,1,0,0,0,0,8,2,0,1,8,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,3,50.0,1,5,0,0,0,0,0,0,13,1,0,100.0,1,0,12,0,1,1,9,9,100.0,1,8,1.7,,0,2,8,2,2.00,0,0,0,0.00,+1.12,0.3,0.1,+0.3,+1.67,+2.23,0,1,0,0,0,3,1,0,100.0,Big-5-European-Leagues,Big5,2022-2023
Gianluca Mancini,it ITA,DF,Roma,it Serie A,26,1996,9,9,732,8.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.4,0.8,0.05,0.05,0.10,0.05,0.10,Matches,4,0,0.0,0.49,0.00,0.00,,8.4,0,0.10,-0.4,-0.4,323,377,85.7,6781,2039,104,111,93.7,165,174,94.8,53,87,60.9,-0.4,6,21,6,2,19,365,12,0,26,10,4,0,0,0,0,298,23,56,29,331,6,3,0,1,6,4,4,10,1.23,8,0,0,1,0,1,0.12,0,0,0,0,1,0,11,9,8,3,0,2,50.0,2,27,33.8,46,30,4,0,10,21,17,0,431,62,6,75.0,3,0,303,0,2,2,337,329,97.6,3,81,90.4,81,5,0,,0,2.11,11,7,+4,+0.49,+1.65,17.0,6.1,+10.9,+1.34,+0.60,0,14,0,0,0,37,16,8,66.7,Big-5-European-Leagues,Big5,2022-2023
Steve Mandanda,fr FRA,GK,Rennes,fr Ligue 1,37,1985,8,8,675,7.5,0,1,0,0,0,1,0,0.00,0.13,0.13,0.00,0.13,0.0,0.0,0.6,0.6,0.00,0.08,0.08,0.00,0.08,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,172,231,74.5,5227,3332,26,26,100.0,85,85,100.0,61,120,50.8,+0.4,1,2,0,0,0,169,62,1,15,3,0,0,0,0,0,126,4,101,20,167,0,0,35,0,2,3,1,1,0.13,1,0,0,0,0,1,0.13,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,241,178,0,100.0,1,0,136,0,0,0,119,119,100.0,0,84,75.0,84,7,0,,1,1.88,16,5,+11,+1.47,+1.47,14.1,6.1,+8.0,+1.07,+1.30,0,1,0,1,0,27,0,0,,Big-5-European-Leagues,Big5,2022-2023
Reinildo Mandava,mz MOZ,DF,AtlÃ©tico Madrid,es La Liga,28,1994,8,8,720,8.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.01,0.01,0.00,0.01,Matches,2,0,0.0,0.25,0.00,0.00,,31.3,0,0.02,0.0,0.0,374,426,87.8,6201,2592,189,197,95.9,155,175,88.6,25,45,55.6,-0.1,2,16,1,1,20,388,38,0,25,4,2,0,0,0,0,337,33,56,305,73,19,24,3,1,6,9,4,5,0.62,5,0,0,0,0,1,0.12,1,0,0,0,0,0,15,10,10,5,0,4,44.4,5,31,29.5,63,36,6,0,14,30,29,0,514,62,3,33.3,3,0,337,1,1,7,333,323,97.0,6,90,100.0,90,8,0,,0,2.00,14,7,+7,+0.87,,11.1,7.5,+3.5,+0.44,,0,19,0,0,0,62,14,13,51.9,Big-5-European-Leagues,Big5,2022-2023
AÃ¯ssa Mandi,dz ALG,DF,Villarreal,es La Liga,30,1991,3,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,20,21,95.2,338,124,11,11,100.0,8,9,88.9,1,1,100.0,0.0,0,1,0,0,2,18,3,0,4,1,0,0,0,0,0,15,6,0,1,15,2,2,1,0,0,0,0,1,3.60,1,0,0,0,0,1,3.60,1,0,0,0,0,0,3,2,2,1,0,1,100.0,0,2,50.0,2,2,0,0,0,4,1,0,26,1,0,,0,0,12,0,0,0,15,14,93.3,0,8,3.5,,0,3,8,5,2.00,3,0,+3,+10.80,+10.28,2.3,0.2,+2.1,+7.58,+7.05,0,1,0,0,0,4,0,0,,Big-5-European-Leagues,Big5,2022-2023
Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,25,1997,8,5,498,5.5,1,1,1,0,0,2,0,0.18,0.18,0.36,0.18,0.36,0.3,0.3,0.8,1.1,0.05,0.15,0.20,0.05,0.20,Matches,11,2,18.2,1.99,0.36,0.09,0.50,24.8,0,0.03,+0.7,+0.7,234,276,84.8,5013,1265,74,81,91.4,110,123,89.4,45,62,72.6,+0.2,6,37,8,3,30,252,24,1,37,16,11,12,5,3,0,188,25,63,221,32,16,2,1,0,2,4,5,24,4.34,18,3,0,0,2,1,0.18,1,0,0,0,0,0,9,8,1,5,3,5,50.0,5,21,35.6,9,29,21,0,5,12,9,0,325,13,7,75.0,3,0,208,1,6,2,226,215,95.1,15,62,61.5,90,5,3,16,1,1.00,3,6,-3,-0.54,-0.25,8.4,6.5,+2.0,+0.36,+0.26,0,12,0,0,0,56,7,3,70.0,Big-5-European-Leagues,Big5,2022-2023
Sadio ManÃ©,sn SEN,FW,Bayern Munich,de Bundesliga,30,1992,9,8,629,7.0,4,0,3,1,1,1,0,0.57,0.00,0.57,0.43,0.43,4.2,3.4,0.3,3.7,0.60,0.05,0.65,0.49,0.54,Matches,24,13,54.2,3.43,1.86,0.13,0.23,12.0,0,0.15,-0.2,-0.4,131,179,73.2,2150,533,73,91,80.2,41,56,73.2,13,18,72.2,-0.3,3,8,13,2,22,171,8,1,35,5,10,0,0,0,0,129,27,23,40,126,3,1,4,1,1,10,12,22,3.15,13,0,2,3,0,5,0.72,3,0,1,0,1,0,3,2,1,1,1,0,0.0,1,26,34.7,8,21,46,0,5,3,3,0,274,2,62,59.1,16,1,216,9,22,9,333,221,66.4,85,70,77.7,77,2,1,10,0,1.78,20,6,+14,+2.00,+0.51,16.6,7.3,+9.3,+1.33,+0.04,0,11,0,0,0,24,9,12,42.9,Big-5-European-Leagues,Big5,2022-2023
Orel Mangala,be BEL,MF,Nott'ham Forest,eng Premier League,24,1998,4,2,175,1.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.04,0.02,0.06,0.04,0.06,Matches,2,1,50.0,1.03,0.51,0.00,0.00,20.3,0,0.04,-0.1,-0.1,66,83,79.5,1163,179,29,36,80.6,31,35,88.6,5,9,55.6,0.0,1,3,1,0,4,83,0,0,12,2,0,0,0,0,0,59,13,11,5,68,7,0,0,2,3,4,1,2,1.03,2,0,0,0,0,0,0.00,0,0,0,0,0,0,5,3,1,3,1,2,40.0,3,8,29.6,8,15,4,0,1,9,0,0,100,1,1,50.0,1,0,77,1,3,3,75,70,93.3,2,44,21.6,69,0,2,19,1,1.00,1,2,-1,-0.51,+1.47,2.1,2.9,-0.8,-0.39,+0.61,0,3,0,0,0,18,3,2,60.0,Big-5-European-Leagues,Big5,2022-2023
Thomas Mangani,fr FRA,MF,Ajaccio,fr Ligue 1,35,1987,8,5,475,5.3,1,1,0,1,2,2,0,0.19,0.19,0.38,0.00,0.19,1.7,0.1,1.1,1.2,0.32,0.21,0.53,0.03,0.23,Matches,5,0,0.0,0.95,0.00,0.00,,29.2,1,0.03,-0.7,-0.1,241,338,71.3,5175,1727,87,101,86.1,96,127,75.6,55,103,53.4,-0.1,15,31,4,1,26,289,49,1,43,19,10,21,12,8,1,183,28,127,267,43,19,1,0,1,9,6,5,20,3.79,6,12,0,1,0,1,0.19,1,0,0,0,0,0,7,3,3,2,2,3,27.3,8,30,31.6,23,56,16,0,6,14,10,0,380,14,4,100.0,1,0,206,0,3,1,234,226,96.6,5,59,52.8,85,2,3,16,2,0.88,4,10,-6,-1.14,-0.71,6.1,6.8,-0.6,-0.12,+0.26,0,9,0,0,0,65,12,6,66.7,Big-5-European-Leagues,Big5,2022-2023
Myziane Maolida,fr FRA,FW,Hertha BSC,de Bundesliga,23,1999,1,1,55,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,3,5,60.0,48,7,1,3,33.3,2,2,100.0,0,0,,0.0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,1,1,0,0,0,,0,1,33.3,2,1,0,0,0,1,1,0,13,0,0,25.0,2,1,12,0,1,2,17,11,64.7,1,55,6.8,55,0,0,,3,0.00,0,3,-3,-4.91,-5.03,0.1,0.8,-0.8,-1.26,-0.86,0,0,0,0,0,0,0,1,0.0,Big-5-European-Leagues,Big5,2022-2023
Faitout Maouassa,fr FRA,"FW,MF",Montpellier,fr Ligue 1,24,1998,8,5,395,4.4,1,4,1,0,0,0,0,0.23,0.91,1.14,0.23,1.14,0.7,0.7,1.7,2.4,0.16,0.39,0.55,0.16,0.55,Matches,8,4,50.0,1.82,0.91,0.13,0.25,22.2,1,0.09,+0.3,+0.3,58,95,61.1,1086,377,30,42,71.4,14,21,66.7,12,21,57.1,+2.3,8,4,9,2,12,85,10,1,21,4,7,6,4,0,0,58,13,24,79,8,1,3,2,2,3,4,11,12,2.73,8,1,1,0,1,5,1.14,5,0,0,0,0,0,11,8,6,5,0,3,60.0,2,17,26.6,20,30,14,0,10,15,3,0,150,4,9,37.5,4,1,89,3,7,7,122,92,75.4,25,49,43.9,61,0,3,30,0,1.13,11,11,0,0.00,0.00,5.8,8.5,-2.7,-0.63,-0.58,0,8,0,0,0,16,2,5,28.6,Big-5-European-Leagues,Big5,2022-2023
Sekou Mara,fr FRA,"FW,MF",Southampton,eng Premier League,20,2002,7,2,192,2.1,0,1,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,0.4,0.4,0.3,0.8,0.21,0.15,0.36,0.21,0.36,Matches,10,1,10.0,4.69,0.47,0.00,0.00,15.6,0,0.04,-0.4,-0.4,19,26,73.1,279,79,11,14,78.6,3,4,75.0,3,4,75.0,+0.7,3,0,2,0,2,24,2,0,3,0,1,0,0,0,0,19,4,3,1,24,1,0,0,0,0,1,0,5,2.34,3,0,2,0,0,2,0.94,1,0,1,0,0,0,2,0,0,2,0,1,25.0,3,9,18.4,5,20,24,0,1,3,1,0,55,1,13,50.0,6,0,36,0,5,3,73,35,47.9,11,27,23.7,59,0,5,15,1,0.57,3,3,0,0.00,+1.31,1.9,1.8,+0.1,+0.07,+0.54,0,6,0,0,0,13,2,15,11.8,Big-5-European-Leagues,Big5,2022-2023
MaranhÃ£o,br BRA,FW,Valencia,es La Liga,25,1996,6,2,179,2.0,1,0,1,0,0,1,1,0.50,0.00,0.50,0.50,0.50,1.3,1.3,0.3,1.6,0.63,0.15,0.78,0.63,0.78,Matches,9,1,11.1,4.53,0.50,0.11,1.00,9.9,0,0.14,-0.3,-0.3,18,26,69.2,304,80,9,11,81.8,7,10,70.0,2,2,100.0,-0.3,2,2,1,0,4,23,3,0,5,0,0,0,0,0,0,19,5,2,1,19,5,0,0,0,0,1,1,6,3.02,3,0,3,0,0,0,0.00,0,0,0,0,0,0,1,0,0,1,0,0,0.0,2,0,0.0,3,14,15,0,0,1,0,0,59,0,14,75.0,6,1,41,0,7,7,58,44,75.9,15,30,24.9,48,0,4,21,1,1.17,6,2,+4,+2.01,+1.68,3.6,2.6,+1.0,+0.52,+0.01,0,4,0,0,0,8,2,5,28.6,Big-5-European-Leagues,Big5,2022-2023
MarcÃ£o,br BRA,DF,Sevilla,es La Liga,26,1996,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,19,25,76.0,435,123,5,7,71.4,9,10,90.0,5,8,62.5,0.0,0,0,0,0,1,23,2,0,2,1,0,0,0,0,0,20,1,4,21,3,0,0,0,0,2,1,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,2,2,1,1,0,1,100.0,0,3,60.0,3,2,0,0,1,4,4,0,36,7,0,,0,0,16,0,1,0,21,21,100.0,0,90,12.5,90,1,0,,1,1.00,1,1,0,0.00,+0.86,1.3,1.6,-0.3,-0.34,+0.43,0,2,0,0,0,5,2,2,50.0,Big-5-European-Leagues,Big5,2022-2023
Solly March,eng ENG,"DF,MF",Brighton,eng Premier League,28,1994,9,9,764,8.5,0,1,0,0,0,1,0,0.00,0.12,0.12,0.00,0.12,2.1,2.1,0.7,2.8,0.24,0.09,0.33,0.24,0.33,Matches,21,9,42.9,2.47,1.06,0.00,0.00,15.0,0,0.10,-2.1,-2.1,249,342,72.8,4688,1354,108,124,87.1,104,136,76.5,34,64,53.1,+0.3,10,13,14,4,34,299,43,0,57,19,22,10,4,3,0,213,52,77,268,24,14,27,2,0,6,8,13,20,2.36,13,2,1,2,0,2,0.24,1,0,0,1,0,0,14,8,6,3,5,1,10.0,9,30,26.3,27,50,37,0,8,30,21,0,455,22,36,72.7,8,1,291,13,13,16,348,287,82.5,30,85,94.3,85,4,0,,0,1.56,13,11,+2,+0.24,-1.72,13.4,10.3,+3.1,+0.36,+0.54,0,12,0,0,0,64,13,26,33.3,Big-5-European-Leagues,Big5,2022-2023
AgustÃ­n MarchesÃ­n,ar ARG,GK,Celta Vigo,es La Liga,34,1988,8,8,720,8.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,174,259,67.2,5434,3238,28,28,100.0,76,76,100.0,69,154,44.8,0.0,0,4,0,0,0,183,76,0,13,8,0,0,0,0,0,117,10,132,13,200,0,0,31,0,5,3,0,2,0.25,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,0,,0,0,0,0,0,0,0,0,277,242,0,,0,0,135,0,0,0,127,127,100.0,0,90,100.0,90,8,0,,0,1.25,9,14,-5,-0.62,,7.5,11.2,-3.7,-0.46,,0,0,0,0,0,37,0,0,,Big-5-European-Leagues,Big5,2022-2023
Vincent Marchetti,fr FRA,MF,Ajaccio,fr Ligue 1,25,1997,10,9,751,8.3,0,1,0,0,0,2,0,0.00,0.12,0.12,0.00,0.12,0.4,0.4,0.2,0.7,0.05,0.03,0.08,0.05,0.08,Matches,12,3,25.0,1.44,0.36,0.00,0.00,26.0,1,0.03,-0.4,-0.4,285,361,78.9,5089,1325,133,149,89.3,107,125,85.6,33,64,51.6,+0.8,6,31,4,0,34,349,12,0,44,13,5,1,0,1,0,247,32,82,286,47,21,2,3,0,7,12,8,17,2.04,13,0,2,1,0,3,0.36,2,0,1,0,0,0,15,8,11,4,0,8,42.1,11,38,27.5,48,74,16,0,8,25,8,0,453,14,8,72.2,13,0,303,4,7,14,302,286,94.7,11,75,83.4,81,3,1,21,0,0.70,5,11,-6,-0.72,+0.49,6.3,7.9,-1.6,-0.19,+0.33,0,10,0,0,0,97,4,12,25.0,Big-5-European-Leagues,Big5,2022-2023
Riccardo Marchizza,it ITA,DF,Sassuolo,it Serie A,24,1998,2,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,4,7,57.1,100,21,1,1,100.0,2,3,66.7,1,3,33.3,0.0,0,1,0,0,0,3,4,0,1,0,0,0,0,0,0,3,1,3,3,1,0,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,50.0,1,1,0,0,1,0,0,0,10,1,0,,0,0,5,0,1,1,5,4,80.0,0,9,2.1,,0,2,9,7,0.50,0,2,-2,-10.59,-10.93,0.0,0.8,-0.8,-4.01,-4.40,0,0,0,0,0,1,0,0,,Big-5-European-Leagues,Big5,2022-2023
Gian Marco Ferrari,it ITA,DF,Sassuolo,it Serie A,30,1992,9,9,808,9.0,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.4,0.04,0.01,0.04,0.04,0.04,Matches,4,0,0.0,0.45,0.00,0.00,,12.1,0,0.08,-0.3,-0.3,406,461,88.1,9484,2594,94,103,91.3,207,222,93.2,96,126,76.2,-0.1,1,18,1,0,23,410,51,0,35,27,0,1,0,0,0,352,36,73,351,69,26,1,2,1,6,5,2,7,0.78,5,1,0,1,0,2,0.22,2,0,0,0,0,0,9,6,4,4,1,3,50.0,3,21,38.9,21,25,8,0,6,17,40,0,536,77,5,,0,0,309,0,1,1,340,338,99.4,0,90,99.8,90,8,0,,0,1.33,11,10,+1,+0.11,+0.11,12.7,10.0,+2.7,+0.30,-0.23,0,7,0,2,0,69,23,9,71.9,Big-5-European-Leagues,Big5,2022-2023
Emiliano Marcondes,dk DEN,MF,Bournemouth,eng Premier League,27,1995,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,2,3,66.7,90,36,0,0,,1,1,100.0,1,2,50.0,0.0,0,1,0,0,1,2,1,0,0,1,0,0,0,0,0,1,0,2,1,2,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,100.0,1,0,0,0,0,0,1,0,5,1,0,,0,0,1,0,0,0,4,4,100.0,0,9,1.1,,0,1,9,8,0.00,0,1,-1,-10.00,-8.76,0.0,0.2,-0.2,-1.58,-0.50,0,0,0,0,0,0,0,0,,Big-5-European-Leagues,Big5,2022-2023
Ãscar de Marcos,es ESP,DF,Athletic Club,es La Liga,33,1989,8,8,720,8.0,0,2,0,0,0,1,0,0.00,0.25,0.25,0.00,0.25,0.0,0.0,1.4,1.4,0.00,0.18,0.18,0.00,0.18,Matches,0,0,,0.00,0.00,,,,0,,0.0,0.0,409,494,82.8,7385,3376,187,210,89.0,174,198,87.9,44,74,59.5,+0.6,17,48,17,5,64,403,91,0,36,14,19,0,0,0,0,295,117,82,17,368,19,81,3,3,8,15,15,30,3.75,25,4,0,1,0,3,0.37,3,0,0,0,0,0,15,4,7,8,0,13,54.2,11,24,27.9,28,44,14,0,10,25,14,0,558,20,5,50.0,4,1,296,0,6,6,349,333,95.4,8,90,100.0,90,8,0,,0,2.13,17,5,+12,+1.50,,14.9,6.1,+8.8,+1.10,,0,14,0,0,0,76,9,8,52.9,Big-5-European-Leagues,Big5,2022-2023
JosÃ© Mari,es ESP,MF,CÃ¡diz,es La Liga,34,1987,6,2,203,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.02,0.13,0.15,0.02,0.15,Matches,2,0,0.0,0.89,0.00,0.00,,25.0,0,0.02,0.0,0.0,78,93,83.9,1819,558,25,30,83.3,32,37,86.5,18,22,81.8,-0.3,4,15,1,0,11,91,2,1,11,8,1,0,0,0,0,61,13,19,5,79,5,0,1,0,4,0,1,6,2.66,6,0,0,0,0,0,0.00,0,0,0,0,0,0,6,4,5,1,0,2,40.0,3,9,30.0,11,12,7,0,1,13,3,0,123,7,1,33.3,3,1,76,0,1,4,75,71,94.7,0,34,28.2,55,0,4,24,2,0.83,1,3,-2,-0.89,+1.03,1.3,3.7,-2.5,-1.09,+0.06,0,2,0,0,0,29,3,3,50.0,Big-5-European-Leagues,Big5,2022-2023
Pablo MarÃ­,es ESP,DF,Monza,it Serie A,29,1993,6,6,540,6.0,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.2,0.2,0.0,0.2,0.03,0.00,0.03,0.03,0.03,Matches,2,1,50.0,0.33,0.17,0.50,1.00,20.5,0,0.09,+0.8,+0.8,233,277,84.1,4876,1490,65,76,85.5,131,141,92.9,35,54,64.8,0.0,1,9,0,0,8,253,24,0,28,4,0,0,0,0,0,197,30,50,188,50,18,4,1,1,4,2,5,1,0.17,1,0,0,0,0,0,0.00,0,0,0,0,0,0,4,2,3,1,0,0,0.0,1,20,46.5,23,18,2,0,4,8,26,0,325,56,2,,0,0,186,0,1,2,196,195,99.5,0,90,66.7,90,6,0,,0,1.67,8,5,+3,+0.50,+3.17,6.7,6.8,-0.1,-0.02,+1.53,0,4,0,0,0,63,20,7,74.1,Big-5-European-Leagues,Big5,2022-2023
JosÃ© MarÃ­a GimÃ©nez,uy URU,DF,AtlÃ©tico Madrid,es La Liga,27,1995,5,4,375,4.2,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.08,0.00,0.08,0.08,0.08,Matches,6,3,50.0,1.44,0.72,0.00,0.00,16.9,0,0.05,-0.3,-0.3,154,176,87.5,3412,1071,51,55,92.7,72,78,92.3,30,40,75.0,0.0,0,10,0,0,10,163,13,0,14,8,0,0,0,0,0,138,8,30,23,143,4,1,0,0,2,2,2,1,0.24,1,0,0,0,0,0,0.00,0,0,0,0,0,0,11,10,8,3,0,3,50.0,3,9,28.1,20,11,1,0,5,14,22,0,230,50,4,,0,0,119,0,1,1,138,136,98.6,3,75,52.1,90,4,1,15,0,2.00,6,3,+3,+0.72,-0.32,7.1,3.4,+3.8,+0.91,+0.97,0,4,0,0,0,31,13,0,100.0,Big-5-European-Leagues,Big5,2022-2023
Mariano,do DOM,FW,Real Madrid,es La Liga,29,1993,2,0,7,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,2.28,0.00,2.28,2.28,2.28,Matches,1,0,0.0,12.86,0.00,0.00,,8.0,0,0.18,-0.2,-0.2,1,1,100.0,63,31,0,0,,0,0,,1,1,100.0,0.0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,2,0,1,,0,0,1,0,0,0,3,2,66.7,1,4,1.0,,0,2,4,6,2.00,0,0,0,0.00,-1.51,0.5,0.1,+0.4,+4.97,+3.67,0,0,0,0,0,0,1,0,100.0,Big-5-European-Leagues,Big5,2022-2023
RÄzvan Marin,ro ROU,MF,Empoli,it Serie A,26,1996,9,6,592,6.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.8,0.03,0.09,0.12,0.03,0.12,Matches,6,0,0.0,0.91,0.00,0.00,,26.3,1,0.03,-0.2,-0.2,258,318,81.1,4986,1698,105,114,92.1,110,126,87.3,38,69,55.1,-0.6,11,29,2,1,28,278,40,0,37,15,7,18,5,9,0,235,21,62,18,284,8,0,1,0,5,7,6,18,2.74,11,7,0,0,0,0,0.00,0,0,0,0,0,0,8,5,4,4,0,3,33.3,6,19,28.8,22,36,8,0,4,16,15,0,368,22,1,50.0,2,0,236,0,5,4,232,222,95.7,3,66,73.1,84,4,3,29,0,0.89,5,9,-4,-0.61,-1.02,5.7,9.5,-3.8,-0.58,-0.11,0,9,0,0,0,66,9,4,69.2,Big-5-European-Leagues,Big5,2022-2023
Guillermo MaripÃ¡n,cl CHI,DF,Monaco,fr Ligue 1,28,1994,6,5,405,4.5,2,0,2,0,0,2,1,0.44,0.00,0.44,0.44,0.44,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05,Matches,2,2,100.0,0.44,0.44,1.00,1.00,8.0,0,0.11,+1.8,+1.8,152,177,85.9,3343,1182,39,45,86.7,91,100,91.0,22,30,73.3,0.0,0,10,1,0,12,171,6,0,21,1,0,0,0,0,0,125,16,36,14,144,9,1,0,0,6,3,3,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,10,5,7,3,0,3,42.9,4,20,35.7,26,29,1,0,5,19,16,0,226,31,3,,0,0,121,0,0,1,127,125,98.4,1,68,45.0,76,3,1,25,2,1.83,7,5,+2,+0.44,-0.28,7.6,8.4,-0.8,-0.18,-0.35,1,5,0,2,0,42,13,8,61.9,Big-5-European-Leagues,Big5,2022-2023
Marlon,br BRA,DF,Monza,it Serie A,27,1995,6,6,504,5.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.05,0.07,0.02,0.07,Matches,2,0,0.0,0.36,0.00,0.00,,11.3,0,0.04,-0.1,-0.1,297,332,89.5,5807,2255,100,110,90.9,158,175,90.3,37,42,88.1,-0.3,1,24,2,0,13,311,21,0,30,1,0,0,0,0,0,280,23,29,32,264,12,6,4,0,10,5,4,3,0.54,3,0,0,0,0,0,0.00,0,0,0,0,0,0,10,5,7,3,0,7,58.3,5,22,38.6,37,15,5,0,4,14,8,0,366,40,2,100.0,1,0,231,0,1,2,260,255,98.1,1,84,62.2,84,5,0,,1,0.67,2,12,-10,-1.79,-3.26,4.4,10.8,-6.3,-1.13,-1.59,0,8,0,0,1,55,17,5,77.3,Big-5-European-Leagues,Big5,2022-2023
